Serial,Date,Time,State/UnionTerritory,Cured,Deaths,Confirmed,Total_Confirmed_cases_Indian_National,Total_Confirmed_cases_Foreign_National
3832,07-07-2020,8:00 AM,Himachal Pradesh,763,11,1077,1077,0
3833,07-07-2020,8:00 AM,Jammu and Kashmir,5318,138,8675,8675,0
3834,07-07-2020,8:00 AM,Jharkhand,2068,20,2847,2847,0
3835,07-07-2020,8:00 AM,Karnataka,10527,401,25317,25317,0
3836,07-07-2020,8:00 AM,Kerala,3341,27,5622,5612,10
3837,07-07-2020,8:00 AM,Ladakh,836,1,1005,1005,0
3838,07-07-2020,8:00 AM,Madhya Pradesh,11579,617,15284,15284,0
3839,07-07-2020,8:00 AM,Maharashtra,115262,9026,211987,211977,10
3840,07-07-2020,8:00 AM,Manipur,734,0,1390,1390,0
3841,07-07-2020,8:00 AM,Meghalaya,43,1,80,80,0
3842,07-07-2020,8:00 AM,Mizoram,133,0,197,197,0
3843,07-07-2020,8:00 AM,Nagaland,243,0,625,625,0
3844,07-07-2020,8:00 AM,Odisha,6486,38,9526,9526,0
3845,07-07-2020,8:00 AM,Puducherry,331,12,802,802,0
3846,07-07-2020,8:00 AM,Punjab,4494,169,6491,6491,0
3847,07-07-2020,8:00 AM,Rajasthan,16278,461,20688,20679,9
3848,07-07-2020,8:00 AM,Sikkim,65,0,125,125,0
3849,07-07-2020,8:00 AM,Tamil Nadu,66571,1571,114978,114969,9
3850,07-07-2020,8:00 AM,Telangana,14781,306,25733,25721,12
3851,07-07-2020,8:00 AM,Tripura,1219,1,1680,1680,0
3852,07-07-2020,8:00 AM,Uttarakhand,2586,42,3161,3152,9
3853,07-07-2020,8:00 AM,Uttar Pradesh,19109,809,28636,28627,9
3854,07-07-2020,8:00 AM,West Bengal,15235,779,22987,22987,0
3855,07-07-2020,8:00 AM,Cases being reassigned to states,0,0,5034,5034,0
3856,08-07-2020,8:00 AM,Andaman and Nicobar Islands,75,0,147,147,0
3857,08-07-2020,8:00 AM,Andhra Pradesh,9745,252,21197,21197,0
3858,08-07-2020,8:00 AM,Arunachal Pradesh,105,2,276,276,0
3859,08-07-2020,8:00 AM,Assam,8329,14,12522,12522,0
3860,08-07-2020,8:00 AM,Bihar,9284,104,12570,12570,0
3861,08-07-2020,8:00 AM,Chandigarh,401,7,494,494,0
3862,08-07-2020,8:00 AM,Chhattisgarh,2751,14,3415,3415,0
3863,08-07-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,183,0,405,203,202
3864,08-07-2020,8:00 AM,Delhi,74217,3165,102831,102817,14
3865,08-07-2020,8:00 AM,Goa,1156,8,1903,1899,4
3866,08-07-2020,8:00 AM,Gujarat,26720,1977,37550,37541,9
3867,08-07-2020,8:00 AM,Haryana,13645,279,17999,17983,16
3868,08-07-2020,8:00 AM,Himachal Pradesh,790,11,1083,1083,0
3869,08-07-2020,8:00 AM,Jammu and Kashmir,5399,143,8931,8931,0
3870,08-07-2020,8:00 AM,Jharkhand,2104,22,2996,2996,0
3871,08-07-2020,8:00 AM,Karnataka,11098,416,26815,26815,0
3872,08-07-2020,8:00 AM,Kerala,3452,27,5894,5884,10
3873,08-07-2020,8:00 AM,Ladakh,836,1,1041,1041,0
3874,08-07-2020,8:00 AM,Madhya Pradesh,11768,622,15627,15627,0
3875,08-07-2020,8:00 AM,Maharashtra,118558,9250,217121,217111,10
3876,08-07-2020,8:00 AM,Manipur,771,0,1430,1430,0
3877,08-07-2020,8:00 AM,Meghalaya,43,1,80,80,0
3878,08-07-2020,8:00 AM,Mizoram,133,0,197,197,0
3879,08-07-2020,8:00 AM,Nagaland,243,0,625,625,0
3880,08-07-2020,8:00 AM,Odisha,6703,42,10097,10097,0
3881,08-07-2020,8:00 AM,Puducherry,434,14,930,930,0
3882,08-07-2020,8:00 AM,Punjab,4554,175,6749,6749,0
3883,08-07-2020,8:00 AM,Rajasthan,16575,472,21404,21395,9
3884,08-07-2020,8:00 AM,Sikkim,70,0,125,125,0
3885,08-07-2020,8:00 AM,Tamil Nadu,71116,1636,118594,118585,9
3886,08-07-2020,8:00 AM,Telangana,16287,313,27612,27600,12
3887,08-07-2020,8:00 AM,Tripura,1248,1,1704,1704,0
3888,08-07-2020,8:00 AM,Uttarakhand,2621,43,3230,3221,9
3889,08-07-2020,8:00 AM,Uttar Pradesh,19627,827,29968,29959,9
3890,08-07-2020,8:00 AM,West Bengal,15790,804,23837,23837,0
3891,08-07-2020,8:00 AM,Cases being reassigned to states,0,0,5018,5000,18
3892,09-07-2020,8:00 AM,Andaman and Nicobar Islands,77,0,149,149,0
3893,09-07-2020,8:00 AM,Andhra Pradesh,11101,264,22259,22259,0
3894,09-07-2020,8:00 AM,Arunachal Pradesh,109,2,287,287,0
3895,09-07-2020,8:00 AM,Assam,8729,16,13336,13336,0
3896,09-07-2020,8:00 AM,Bihar,9554,107,13189,13189,0
3897,09-07-2020,8:00 AM,Chandigarh,402,7,513,513,0
3898,09-07-2020,8:00 AM,Chhattisgarh,2835,14,3525,3525,0
3899,09-07-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,184,0,408,204,204
3900,09-07-2020,8:00 AM,Delhi,78199,3213,104864,104850,14
3901,09-07-2020,8:00 AM,Goa,1207,8,2039,2035,4
3902,09-07-2020,8:00 AM,Gujarat,27289,1993,38333,38324,9
3903,09-07-2020,8:00 AM,Haryana,14106,282,18690,18674,16
3904,09-07-2020,8:00 AM,Himachal Pradesh,833,11,1101,1101,0
3905,09-07-2020,8:00 AM,Jammu and Kashmir,5567,149,9261,9261,0
3906,09-07-2020,8:00 AM,Jharkhand,2170,22,3096,3096,0
3907,09-07-2020,8:00 AM,Karnataka,11876,470,28877,28877,0
3908,09-07-2020,8:00 AM,Kerala,3559,27,6195,6185,10
3909,09-07-2020,8:00 AM,Ladakh,836,1,1041,1041,0
3910,09-07-2020,8:00 AM,Madhya Pradesh,11987,629,16036,16036,0
3911,09-07-2020,8:00 AM,Maharashtra,123192,9448,223724,223714,10
3912,09-07-2020,8:00 AM,Manipur,793,0,1435,1435,0
3913,09-07-2020,8:00 AM,Meghalaya,43,1,80,80,0
3914,09-07-2020,8:00 AM,Mizoram,133,0,197,197,0
3915,09-07-2020,8:00 AM,Nagaland,304,0,657,657,0
3916,09-07-2020,8:00 AM,Odisha,7006,48,10624,10624,0
3917,09-07-2020,8:00 AM,Puducherry,480,14,1008,1008,0
3918,09-07-2020,8:00 AM,Punjab,4828,178,6907,6907,0
3919,09-07-2020,8:00 AM,Rajasthan,16866,482,22063,22054,9
3920,09-07-2020,8:00 AM,Sikkim,71,0,133,133,0
3921,09-07-2020,8:00 AM,Tamil Nadu,74167,1700,122350,122341,9
3922,09-07-2020,8:00 AM,Telangana,17279,324,29536,29524,12
3923,09-07-2020,8:00 AM,Tripura,1324,1,1761,1761,0
3924,09-07-2020,8:00 AM,Uttarakhand,2650,46,3258,3249,9
3925,09-07-2020,8:00 AM,Uttar Pradesh,20331,845,31156,31147,9
3926,09-07-2020,8:00 AM,West Bengal,16291,827,24823,24823,0
3927,09-07-2020,8:00 AM,Cases being reassigned to states,0,0,4385,4385,0
3928,10-07-2020,8:00 AM,Andaman and Nicobar Islands,83,0,151,151,0
3929,10-07-2020,8:00 AM,Andhra Pradesh,12154,277,23814,23814,0
3930,10-07-2020,8:00 AM,Arunachal Pradesh,120,2,302,302,0
3931,10-07-2020,8:00 AM,Assam,8729,22,14032,14032,0
3932,10-07-2020,8:00 AM,Bihar,9816,115,13944,13944,0
3933,10-07-2020,8:00 AM,Chandigarh,403,7,523,523,0
3934,10-07-2020,8:00 AM,Chhattisgarh,2903,15,3675,3675,0
3935,10-07-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,189,0,411,205,206
3936,10-07-2020,8:00 AM,Delhi,82226,3258,107051,107037,14
3937,10-07-2020,8:00 AM,Goa,1273,9,2151,2147,4
3938,10-07-2020,8:00 AM,Gujarat,27718,2008,39194,39185,9
3939,10-07-2020,8:00 AM,Haryana,14510,287,19369,19353,16
3940,10-07-2020,8:00 AM,Himachal Pradesh,846,11,1140,1140,0
3941,10-07-2020,8:00 AM,Jammu and Kashmir,5695,154,9501,9501,0
3942,10-07-2020,8:00 AM,Jharkhand,2208,23,3246,3246,0
3943,10-07-2020,8:00 AM,Karnataka,12833,486,31105,31105,0
3944,10-07-2020,8:00 AM,Kerala,3708,27,6534,6524,10
3945,10-07-2020,8:00 AM,Ladakh,915,1,1055,1055,0
3946,10-07-2020,8:00 AM,Madhya Pradesh,12232,634,16341,16341,0
3947,10-07-2020,8:00 AM,Maharashtra,127259,9667,230599,230589,10
3948,10-07-2020,8:00 AM,Manipur,799,0,1450,1450,0
3949,10-07-2020,8:00 AM,Meghalaya,66,2,113,113,0
3950,10-07-2020,8:00 AM,Mizoram,133,0,197,197,0
3951,10-07-2020,8:00 AM,Nagaland,304,0,673,673,0
3952,10-07-2020,8:00 AM,Odisha,7407,52,11201,11201,0
3953,10-07-2020,8:00 AM,Puducherry,584,14,1151,1151,0
3954,10-07-2020,8:00 AM,Punjab,4945,183,7140,7140,0
3955,10-07-2020,8:00 AM,Rajasthan,17070,491,22563,22554,9
3956,10-07-2020,8:00 AM,Sikkim,72,0,134,134,0
3957,10-07-2020,8:00 AM,Tamil Nadu,78161,1765,126581,126572,9
3958,10-07-2020,8:00 AM,Telangana,18192,331,30946,30934,12
3959,10-07-2020,8:00 AM,Tripura,1338,1,1776,1776,0
3960,10-07-2020,8:00 AM,Uttarakhand,2672,46,3305,3296,9
3961,10-07-2020,8:00 AM,Uttar Pradesh,21127,862,32362,32353,9
3962,10-07-2020,8:00 AM,West Bengal,16826,854,25911,25911,0
3963,10-07-2020,8:00 AM,Cases being reassigned to states,0,0,4161,4161,0
3964,11-07-2020,8:00 AM,Andaman and Nicobar Islands,92,0,156,156,0
3965,11-07-2020,8:00 AM,Andhra Pradesh,13194,292,25422,25422,0
3966,11-07-2020,8:00 AM,Arunachal Pradesh,120,2,335,335,0
3967,11-07-2020,8:00 AM,Assam,9147,27,14600,14600,0
3968,11-07-2020,8:00 AM,Bihar,10109,119,14575,14575,0
3969,11-07-2020,8:00 AM,Chandigarh,408,7,539,539,0
3970,11-07-2020,8:00 AM,Chhattisgarh,3028,17,3767,3767,0
3971,11-07-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,211,0,459,229,230
3972,11-07-2020,8:00 AM,Delhi,84694,3300,109140,109126,14
3973,11-07-2020,8:00 AM,Goa,1347,9,2251,2247,4
3974,11-07-2020,8:00 AM,Gujarat,28147,2022,40069,40060,9
3975,11-07-2020,8:00 AM,Haryana,14904,290,19934,19918,16
3976,11-07-2020,8:00 AM,Himachal Pradesh,883,11,1171,1171,0
3977,11-07-2020,8:00 AM,Jammu and Kashmir,5786,159,9888,9888,0
3978,11-07-2020,8:00 AM,Jharkhand,2224,23,3419,3419,0
3979,11-07-2020,8:00 AM,Karnataka,13836,543,33418,33418,0
3980,11-07-2020,8:00 AM,Kerala,3820,27,6950,6940,10
3981,11-07-2020,8:00 AM,Ladakh,917,1,1064,1064,0
3982,11-07-2020,8:00 AM,Madhya Pradesh,12481,638,16657,16657,0
3983,11-07-2020,8:00 AM,Maharashtra,132625,9893,238461,238451,10
3984,11-07-2020,8:00 AM,Manipur,832,0,1582,1582,0
3985,11-07-2020,8:00 AM,Meghalaya,66,2,207,207,0
3986,11-07-2020,8:00 AM,Mizoram,143,0,226,226,0
3987,11-07-2020,8:00 AM,Nagaland,304,0,732,732,0
3988,11-07-2020,8:00 AM,Odisha,7972,56,11956,11956,0
3989,11-07-2020,8:00 AM,Puducherry,637,17,1272,1272,0
3990,11-07-2020,8:00 AM,Punjab,5017,187,7357,7357,0
3991,11-07-2020,8:00 AM,Rajasthan,17620,497,23174,23165,9
3992,11-07-2020,8:00 AM,Sikkim,80,0,134,134,0
3993,11-07-2020,8:00 AM,Tamil Nadu,82324,1829,130261,130252,9
3994,11-07-2020,8:00 AM,Telangana,19205,339,32224,32212,12
3995,11-07-2020,8:00 AM,Tripura,1372,1,1918,1918,0
3996,11-07-2020,8:00 AM,Uttarakhand,2706,46,3373,3364,9
3997,11-07-2020,8:00 AM,Uttar Pradesh,21787,889,33700,33691,9
3998,11-07-2020,8:00 AM,West Bengal,17348,880,27109,27109,0
3999,11-07-2020,8:00 AM,Cases being reassigned to states,0,0,3416,3416,0
4000,12-07-2020,8:00 AM,Andaman and Nicobar Islands,93,0,163,163,0
4001,12-07-2020,8:00 AM,Andhra Pradesh,14393,309,27235,27235,0
4002,12-07-2020,8:00 AM,Arunachal Pradesh,125,2,341,341,0
4003,12-07-2020,8:00 AM,Assam,9150,35,15536,15536,0
4004,12-07-2020,8:00 AM,Bihar,10685,131,15373,15373,0
4005,12-07-2020,8:00 AM,Chandigarh,413,7,555,555,0
4006,12-07-2020,8:00 AM,Chhattisgarh,3070,17,3897,3897,0
4007,12-07-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,226,0,471,235,236
4008,12-07-2020,8:00 AM,Delhi,87692,3334,110921,110907,14
4009,12-07-2020,8:00 AM,Goa,1428,12,2368,2364,4
4010,12-07-2020,8:00 AM,Gujarat,28649,2032,40941,40932,9
4011,12-07-2020,8:00 AM,Haryana,15394,297,20582,20566,16
4012,12-07-2020,8:00 AM,Himachal Pradesh,908,11,1182,1182,0
4013,12-07-2020,8:00 AM,Jammu and Kashmir,5895,169,10156,10156,0
4014,12-07-2020,8:00 AM,Jharkhand,2243,23,3613,3613,0
4015,12-07-2020,8:00 AM,Karnataka,14716,613,36216,36216,0
4016,12-07-2020,8:00 AM,Kerala,3963,29,7438,7428,10
4017,12-07-2020,8:00 AM,Ladakh,928,1,1077,1077,0
4018,12-07-2020,8:00 AM,Madhya Pradesh,12679,644,17201,17201,0
4019,12-07-2020,8:00 AM,Maharashtra,136985,10116,246600,246590,10
4020,12-07-2020,8:00 AM,Manipur,843,0,1593,1593,0
4021,12-07-2020,8:00 AM,Meghalaya,66,2,207,207,0
4022,12-07-2020,8:00 AM,Mizoram,150,0,227,227,0
4023,12-07-2020,8:00 AM,Nagaland,313,0,748,,0
4024,12-07-2020,8:00 AM,Odisha,8360,61,12526,12526,0
4025,12-07-2020,8:00 AM,Puducherry,690,18,1337,1337,0
4026,12-07-2020,8:00 AM,Punjab,5040,195,7587,7587,0
4027,12-07-2020,8:00 AM,Rajasthan,17869,503,23748,23739,9
4028,12-07-2020,8:00 AM,Sikkim,80,0,151,151,0
4029,12-07-2020,8:00 AM,Tamil Nadu,85915,1898,134226,134217,9
4030,12-07-2020,8:00 AM,Telangana,20919,348,33402,33390,12
4031,12-07-2020,8:00 AM,Tripura,1375,2,1949,1949,0
4032,12-07-2020,8:00 AM,Uttarakhand,2718,46,3417,,9
4033,12-07-2020,8:00 AM,Uttar Pradesh,22689,913,35092,35083,9
4034,12-07-2020,8:00 AM,West Bengal,17959,906,28453,28453,0
4035,12-07-2020,8:00 AM,Cases being reassigned to states,0,0,3024,3021,3
4036,13-07-2020,8:00 AM,Andaman and Nicobar Islands,93,0,163,163,0
4037,13-07-2020,8:00 AM,Andhra Pradesh,15412,328,29168,29168,0
4038,13-07-2020,8:00 AM,Arunachal Pradesh,138,2,359,,0
4039,13-07-2020,8:00 AM,Assam,10426,35,16071,16071,0
4040,13-07-2020,8:00 AM,Bihar,11498,143,16642,16642,0
4041,13-07-2020,8:00 AM,Chandigarh,417,8,559,559,0
4042,13-07-2020,8:00 AM,Chhattisgarh,3153,19,4059,4059,0
4043,13-07-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,245,0,479,239,240
4044,13-07-2020,8:00 AM,Delhi,89968,3371,112494,112480,14
4045,13-07-2020,8:00 AM,Goa,1487,14,2453,2449,4
4046,13-07-2020,8:00 AM,Gujarat,29162,2045,41820,41811,9
4047,13-07-2020,8:00 AM,Haryana,15983,301,21240,21224,16
4048,13-07-2020,8:00 AM,Himachal Pradesh,929,11,1213,,0
4049,13-07-2020,8:00 AM,Jammu and Kashmir,5979,179,10513,10513,0
4050,13-07-2020,8:00 AM,Jharkhand,2308,30,3756,3756,0
4051,13-07-2020,8:00 AM,Karnataka,15409,684,38843,38843,0
4052,13-07-2020,8:00 AM,Kerala,4095,31,7873,7863,10
4053,13-07-2020,8:00 AM,Ladakh,928,1,1086,1086,0
4054,13-07-2020,8:00 AM,Madhya Pradesh,12876,653,17632,17632,0
4055,13-07-2020,8:00 AM,Maharashtra,140325,10289,254427,254417,10
4056,13-07-2020,8:00 AM,Manipur,896,0,1609,1609,0
4057,13-07-2020,8:00 AM,Meghalaya,66,2,306,306,0
4058,13-07-2020,8:00 AM,Mizoram,150,0,231,231,0
4059,13-07-2020,8:00 AM,Nagaland,327,0,774,774,0
4060,13-07-2020,8:00 AM,Odisha,8750,64,13121,13121,0
4061,13-07-2020,8:00 AM,Puducherry,739,18,1418,1418,0
4062,13-07-2020,8:00 AM,Punjab,5392,199,7821,7821,0
4063,13-07-2020,8:00 AM,Rajasthan,18103,510,24392,24383,9
4064,13-07-2020,8:00 AM,Sikkim,81,0,153,153,0
4065,13-07-2020,8:00 AM,Tamil Nadu,89532,1966,138470,138461,9
4066,13-07-2020,8:00 AM,Telangana,22482,356,34671,,12
4067,13-07-2020,8:00 AM,Tripura,1421,2,2054,2054,0
4068,13-07-2020,8:00 AM,Uttarakhand,2786,47,3537,3528,9
4069,13-07-2020,8:00 AM,Uttar Pradesh,23334,934,36476,36467,9
4070,13-07-2020,8:00 AM,West Bengal,18581,932,30013,30013,0
4071,13-07-2020,8:00 AM,Cases being reassigned to states,0,0,2358,2358,0
4072,14-07-2020,8:00 AM,Andaman and Nicobar Islands,109,0,166,166,0
4073,14-07-2020,8:00 AM,Andhra Pradesh,16464,365,31103,31103,0
4074,14-07-2020,8:00 AM,Arunachal Pradesh,145,2,387,387,0
4075,14-07-2020,8:00 AM,Assam,10894,36,16806,16806,0
4076,14-07-2020,8:00 AM,Bihar,12317,160,17959,17959,0
4077,14-07-2020,8:00 AM,Chandigarh,423,8,588,588,0
4078,14-07-2020,8:00 AM,Chhattisgarh,3202,19,4217,4217,0
4079,14-07-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,268,1,495,247,248
4080,14-07-2020,8:00 AM,Delhi,91312,3411,113740,113726,14
4081,14-07-2020,8:00 AM,Goa,1540,17,2583,2579,4
4082,14-07-2020,8:00 AM,Gujarat,29770,2055,42722,,9
4083,14-07-2020,8:00 AM,Haryana,16602,308,21894,,16
4084,14-07-2020,8:00 AM,Himachal Pradesh,940,11,1243,,0
4085,14-07-2020,8:00 AM,Jammu and Kashmir,6095,187,10827,10827,0
4086,14-07-2020,8:00 AM,Jharkhand,2351,33,3898,3898,0
4087,14-07-2020,8:00 AM,Karnataka,16248,757,41581,41581,0
4088,14-07-2020,8:00 AM,Kerala,4257,33,8322,8312,10
4089,14-07-2020,8:00 AM,Ladakh,946,1,1093,,0
4090,14-07-2020,8:00 AM,Madhya Pradesh,13208,663,18207,18207,0
4091,14-07-2020,8:00 AM,Maharashtra,144507,10482,260924,260914,10
4092,14-07-2020,8:00 AM,Manipur,970,0,1626,1626,0
4093,14-07-2020,8:00 AM,Meghalaya,66,2,318,318,0
4094,14-07-2020,8:00 AM,Mizoram,151,0,233,233,0
4095,14-07-2020,8:00 AM,Nagaland,340,0,845,845,0
4096,14-07-2020,8:00 AM,Odisha,9255,70,13737,,0
4097,14-07-2020,8:00 AM,Puducherry,785,18,1468,1468,0
4098,14-07-2020,8:00 AM,Punjab,5586,204,8178,8178,0
4099,14-07-2020,8:00 AM,Rajasthan,18630,525,24936,24927,9
4100,14-07-2020,8:00 AM,Sikkim,86,0,192,192,0
4101,14-07-2020,8:00 AM,Tamil Nadu,92567,2032,142798,142789,9
4102,14-07-2020,8:00 AM,Telangana,23679,365,36221,36209,12
4103,14-07-2020,8:00 AM,Tripura,1475,2,2080,2080,0
4104,14-07-2020,8:00 AM,Uttarakhand,2856,49,3608,3599,9
4105,14-07-2020,8:00 AM,Uttar Pradesh,24203,955,38130,,9
4106,14-07-2020,8:00 AM,West Bengal,19213,956,31448,31448,0
4107,14-07-2020,8:00 AM,Cases being reassigned to states,0,0,2179,2179,0
4108,15-07-2020,8:00 AM,Andaman and Nicobar Islands,109,0,166,166,0
4109,15-07-2020,8:00 AM,Andhra Pradesh,17467,408,33019,33019,0
4110,15-07-2020,8:00 AM,Arunachal Pradesh,153,3,462,462,0
4111,15-07-2020,8:00 AM,Assam,11416,40,17807,,0
4112,15-07-2020,8:00 AM,Bihar,12849,174,19284,19284,0
4113,15-07-2020,8:00 AM,Chandigarh,446,10,600,600,0
4114,15-07-2020,8:00 AM,Chhattisgarh,3275,20,4379,4379,0
4115,15-07-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,310,1,520,260,260
4116,15-07-2020,8:00 AM,Delhi,93236,3446,115346,115332,14
4117,15-07-2020,8:00 AM,Goa,1607,18,2753,2749,4
4118,15-07-2020,8:00 AM,Gujarat,30503,2069,43637,43628,9
4119,15-07-2020,8:00 AM,Haryana,17090,312,22628,,16
4120,15-07-2020,8:00 AM,Himachal Pradesh,951,11,1309,1309,0
4121,15-07-2020,8:00 AM,Jammu and Kashmir,6223,195,11173,11173,0
4122,15-07-2020,8:00 AM,Jharkhand,2427,36,4091,4091,0
4123,15-07-2020,8:00 AM,Karnataka,17390,842,44077,44077,0
4124,15-07-2020,8:00 AM,Kerala,4438,34,8930,8920,10
4125,15-07-2020,8:00 AM,Ladakh,946,1,1093,1093,0
4126,15-07-2020,8:00 AM,Madhya Pradesh,13575,673,19005,,0
4127,15-07-2020,8:00 AM,Maharashtra,149007,10695,267665,267655,10
4128,15-07-2020,8:00 AM,Manipur,970,0,1672,1672,0
4129,15-07-2020,8:00 AM,Meghalaya,66,2,318,318,0
4130,15-07-2020,8:00 AM,Mizoram,159,0,238,238,0
4131,15-07-2020,8:00 AM,Nagaland,346,0,896,896,0
4132,15-07-2020,8:00 AM,Odisha,9864,74,14280,14280,0
4133,15-07-2020,8:00 AM,Puducherry,829,18,1531,1531,0
4134,15-07-2020,8:00 AM,Punjab,5663,213,8511,8511,0
4135,15-07-2020,8:00 AM,Rajasthan,19161,525,25571,,9
4136,15-07-2020,8:00 AM,Sikkim,87,0,209,209,0
4137,15-07-2020,8:00 AM,Tamil Nadu,97310,2099,147324,147315,9
4138,15-07-2020,8:00 AM,Telangana,24840,375,37745,37733,12
4139,15-07-2020,8:00 AM,Tripura,1538,2,2170,2170,0
4140,15-07-2020,8:00 AM,Uttarakhand,2867,50,3686,3677,9
4141,15-07-2020,8:00 AM,Uttar Pradesh,24983,983,39724,39715,9
4142,15-07-2020,8:00 AM,West Bengal,19931,980,32838,32838,0
4143,15-07-2020,8:00 AM,Cases being reassigned to states,0,0,1524,1524,0
4144,16-07-2020,8:00 AM,Andaman and Nicobar Islands,130,0,176,176,0
4145,16-07-2020,8:00 AM,Andhra Pradesh,18378,452,35451,35451,0
4146,16-07-2020,8:00 AM,Arunachal Pradesh,153,3,462,462,0
4147,16-07-2020,8:00 AM,Assam,12173,46,18666,18666,0
4148,16-07-2020,8:00 AM,Bihar,13462,180,20612,20612,0
4149,16-07-2020,8:00 AM,Chandigarh,459,11,625,625,0
4150,16-07-2020,8:00 AM,Chhattisgarh,3324,20,4539,4539,0
4151,16-07-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,357,2,539,269,270
4152,16-07-2020,8:00 AM,Delhi,95699,3487,116993,116979,14
4153,16-07-2020,8:00 AM,Goa,1674,18,2951,2947,4
4154,16-07-2020,8:00 AM,Gujarat,31286,2079,44552,44543,9
4155,16-07-2020,8:00 AM,Haryana,17667,319,23306,,16
4156,16-07-2020,8:00 AM,Himachal Pradesh,979,11,1341,,0
4157,16-07-2020,8:00 AM,Jammu and Kashmir,6337,206,11666,,0
4158,16-07-2020,8:00 AM,Jharkhand,2485,38,4320,4320,0
4159,16-07-2020,8:00 AM,Karnataka,18466,928,47253,47253,0
4160,16-07-2020,8:00 AM,Kerala,4634,35,9553,9543,10
4161,16-07-2020,8:00 AM,Ladakh,964,1,1142,1142,0
4162,16-07-2020,8:00 AM,Madhya Pradesh,13908,682,19643,19643,0
4163,16-07-2020,8:00 AM,Maharashtra,152613,10928,275640,275630,10
4164,16-07-2020,8:00 AM,Manipur,989,0,1700,1700,0
4165,16-07-2020,8:00 AM,Meghalaya,66,2,346,346,0
4166,16-07-2020,8:00 AM,Mizoram,159,0,238,238,0
4167,16-07-2020,8:00 AM,Nagaland,348,0,902,902,0
4168,16-07-2020,8:00 AM,Odisha,10476,77,14898,14898,0
4169,16-07-2020,8:00 AM,Puducherry,889,21,1596,1596,0
4170,16-07-2020,8:00 AM,Punjab,5867,221,8799,8799,0
4171,16-07-2020,8:00 AM,Rajasthan,19502,530,26437,26428,9
4172,16-07-2020,8:00 AM,Sikkim,87,0,220,220,0
4173,16-07-2020,8:00 AM,Tamil Nadu,102310,2167,151820,,9
4174,16-07-2020,8:00 AM,Telangana,25999,386,39342,,12
4175,16-07-2020,8:00 AM,Tripura,1604,3,2268,,0
4176,16-07-2020,8:00 AM,Uttarakhand,2948,50,3785,,9
4177,16-07-2020,8:00 AM,Uttar Pradesh,25743,1012,41383,,9
4178,16-07-2020,8:00 AM,West Bengal,20680,1000,34427,34427,0
4179,16-07-2020,8:00 AM,Cases being reassigned to states,0,0,1285,1285,0
4180,17-07-2020,8:00 AM,Andaman and Nicobar Islands,133,0,180,180,0
4181,17-07-2020,8:00 AM,Andhra Pradesh,19393,492,38044,38044,0
4182,17-07-2020,8:00 AM,Arunachal Pradesh,153,3,543,543,0
4183,17-07-2020,8:00 AM,Assam,12888,48,19754,19754,0
4184,17-07-2020,8:00 AM,Bihar,14018,197,21764,21764,0
4185,17-07-2020,8:00 AM,Chandigarh,476,11,651,651,0
4186,17-07-2020,8:00 AM,Chhattisgarh,3451,21,4732,4732,0
4187,17-07-2020,8:00 AM,Dadra and Nagar Haveli and Daman and Diu,371,2,552,276,276
4188,17-07-2020,8:00 AM,Delhi,97693,3545,118645,118631,14
4189,17-07-2020,8:00 AM,Goa,1817,19,3108,3104,4
4190,17-07-2020,8:00 AM,Gujarat,32103,2089,45481,45472,9
4191,17-07-2020,8:00 AM,Haryana,18185,322,24002,23986,16
4192,17-07-2020,8:00 AM,Himachal Pradesh,984,11,1377,1377,0
4193,17-07-2020,8:00 AM,Jammu and Kashmir,6446,222,12156,12156,0
4194,17-07-2020,8:00 AM,Jharkhand,2513,42,4624,4624,0
4195,17-07-2020,8:00 AM,Karnataka,19729,1032,51422,51422,0
4196,17-07-2020,8:00 AM,Kerala,4862,37,10275,10265,10
4197,17-07-2020,8:00 AM,Ladakh,970,1,1147,,0
4198,17-07-2020,8:00 AM,Madhya Pradesh,14127,689,20378,20378,0
4199,17-07-2020,8:00 AM,Maharashtra,158140,11194,284281,284271,10
4200,17-07-2020,8:00 AM,Manipur,1129,0,1764,1764,0
4201,17-07-2020,8:00 AM,Meghalaya,66,2,377,377,0
4202,17-07-2020,8:00 AM,Mizoram,160,0,272,272,0
4203,17-07-2020,8:00 AM,Nagaland,391,0,916,916,0
4204,17-07-2020,8:00 AM,Odisha,10877,79,15392,15392,0
4205,17-07-2020,8:00 AM,Puducherry,947,22,1743,1743,0
4206,17-07-2020,8:00 AM,Punjab,6277,230,9094,9094,0
4207,17-07-2020,8:00 AM,Rajasthan,19970,538,27174,27165,9
4208,17-07-2020,8:00 AM,Sikkim,88,0,243,,0
4209,17-07-2020,8:00 AM,Tamil Nadu,107416,2236,156369,156360,9
4210,17-07-2020,8:00 AM,Telangana,27295,396,41018,41006,12
